class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,veil-color,spore-print-color,population,habitat
p,x,f,y,f,f,f,c,b,p,w,h,y,p
p,x,s,w,f,c,f,c,n,g,w,k,v,d
p,x,y,g,f,f,f,c,b,g,w,h,v,p
p,x,f,g,f,f,f,c,b,p,w,h,y,p
e,f,y,n,t,n,f,c,b,u,w,n,v,d
e,f,f,g,t,n,f,c,b,w,w,k,v,d
p,x,f,y,f,f,f,c,b,g,w,h,y,p
p,x,s,p,f,c,f,c,n,u,w,n,s,d
p,f,f,g,f,f,f,c,b,p,w,h,v,g
p,x,f,g,f,f,f,c,b,h,w,h,v,g
p,x,s,w,f,c,f,c,n,u,w,k,v,d
e,f,f,e,t,n,f,c,b,w,w,n,v,d
p,f,y,g,f,f,f,c,b,p,w,h,v,g
p,x,f,p,f,c,f,w,n,p,w,k,v,d
p,f,s,w,t,f,f,c,b,p,w,h,v,g
p,x,y,y,f,f,f,c,b,p,w,h,v,p
e,x,y,b,t,n,f,c,b,e,w,w,c,w
p,f,f,g,f,f,f,c,b,g,w,h,y,g
p,x,f,g,f,f,f,c,b,p,w,h,y,g
p,x,f,y,f,f,f,c,b,h,w,h,y,g
p,f,f,y,f,f,f,c,b,h,w,h,y,g
e,f,f,g,t,n,f,c,b,u,w,n,y,d
p,x,f,y,f,f,f,c,b,h,w,h,v,d
p,x,y,g,f,f,f,c,b,h,w,h,v,d
p,f,f,g,f,f,f,c,b,p,w,h,y,g
p,x,f,g,f,c,f,w,n,u,w,n,s,d
p,x,f,g,f,c,f,c,n,u,w,n,v,d
p,x,y,g,f,f,f,c,b,p,w,h,v,g
p,x,s,g,t,f,f,c,b,h,w,h,s,g
p,x,y,g,f,f,f,c,b,h,w,h,v,g
e,f,y,g,t,n,f,c,b,n,w,k,y,d
p,f,f,y,f,f,f,c,b,p,w,h,v,d
e,f,f,e,t,n,f,c,b,p,w,k,v,d
p,f,y,g,f,f,f,c,b,p,w,h,y,p
e,f,y,n,t,n,f,c,b,n,w,k,v,d
e,f,f,e,t,n,f,c,b,w,w,k,y,d
p,x,y,g,f,f,f,c,b,g,w,h,y,p
p,x,y,g,f,f,f,c,b,h,w,h,y,d
e,f,f,e,t,n,f,c,b,w,w,n,v,d
p,f,f,g,f,f,f,c,b,p,w,h,v,p
e,f,f,g,t,n,f,c,b,w,w,k,y,d
e,f,y,e,t,n,f,c,b,w,w,k,y,d
e,f,y,e,t,n,f,c,b,w,w,n,v,d
p,f,f,g,f,f,f,c,b,g,w,h,y,p
e,x,f,e,t,n,f,c,b,u,w,k,v,d
p,f,y,g,f,f,f,c,b,p,w,h,v,d
p,x,y,y,f,f,f,c,b,p,w,h,v,p
p,f,y,y,f,f,f,c,b,p,w,h,v,d
p,x,f,y,f,f,f,c,b,g,w,h,v,p
p,x,y,y,f,f,f,c,b,p,w,h,v,d
e,x,f,g,t,n,f,c,b,u,w,n,v,d
e,x,y,g,t,n,f,c,b,u,w,n,v,d
p,f,y,g,f,f,f,c,b,g,w,h,v,g
p,f,f,y,f,f,f,c,b,h,w,h,y,d
p,x,y,g,f,f,f,c,b,p,w,h,y,p
p,x,y,e,f,y,f,c,n,b,w,w,v,p
p,x,y,g,f,f,f,c,b,h,w,h,y,p
p,x,y,g,f,f,f,c,b,g,w,h,v,g
p,x,s,g,f,c,f,w,n,u,w,n,v,d
p,f,f,g,f,f,f,c,b,p,w,h,v,g
p,f,s,b,t,f,f,c,b,p,w,h,s,g
p,x,y,g,f,f,f,c,b,p,w,h,v,d
p,x,y,y,f,f,f,c,b,p,w,h,y,d
p,x,s,w,f,c,f,w,n,u,w,k,s,d
p,x,y,y,f,f,f,c,b,h,w,h,v,d
e,f,f,e,t,n,f,c,b,w,w,k,v,d
p,x,y,g,f,f,f,c,b,h,w,h,y,g
p,x,f,y,f,f,f,c,b,p,w,h,v,d
p,x,f,y,f,f,f,c,b,p,w,h,v,p
p,f,f,g,f,f,f,c,b,p,w,h,v,g
p,x,f,y,f,f,f,c,b,h,w,h,y,d
e,f,f,g,t,n,f,c,b,u,w,k,v,d
p,x,f,g,f,f,f,c,b,p,w,h,y,d
e,f,y,n,t,n,f,c,b,u,w,n,y,d
p,f,y,g,f,f,f,c,b,h,w,h,v,d
p,f,f,g,f,f,f,c,b,p,w,h,y,p
p,f,f,g,f,f,f,c,b,g,w,h,v,d
p,x,s,w,f,c,f,w,n,u,w,k,v,d
p,x,y,g,f,f,f,c,b,h,w,h,y,d
e,f,y,n,t,n,f,c,b,p,w,k,v,d
p,x,f,w,f,c,f,c,n,u,w,k,s,d
p,x,f,y,f,f,f,c,b,p,w,h,v,d
p,x,f,y,f,f,f,c,b,p,w,h,y,d
p,x,f,p,f,c,f,w,n,u,w,n,v,d
p,f,f,y,f,f,f,c,b,p,w,h,y,d
p,f,f,g,f,f,f,c,b,h,w,h,v,p
e,f,y,e,t,n,f,c,b,p,w,k,v,d
p,x,y,y,f,f,f,c,b,g,w,h,v,p
p,f,f,y,f,f,f,c,b,g,w,h,v,p
p,x,f,g,f,c,f,c,n,g,w,n,s,d
p,x,s,p,f,c,f,w,n,u,w,k,v,d
e,x,f,e,t,n,f,c,b,n,w,n,v,d
p,x,y,y,f,f,f,c,b,h,w,h,v,g
e,f,f,n,t,n,f,c,b,n,w,n,y,d
e,f,y,e,t,n,f,c,b,p,w,k,y,d
p,f,y,y,f,f,f,c,b,p,w,h,y,d
p,x,f,y,f,f,f,c,b,p,w,h,y,g
p,x,y,g,f,f,f,c,b,g,w,h,v,d
p,f,f,g,f,f,f,c,b,g,w,h,y,d
p,f,f,y,f,f,f,c,b,g,w,h,y,p
e,f,y,g,t,n,f,c,b,w,w,n,y,d
p,x,y,g,f,f,f,c,b,p,w,h,v,p
p,x,y,y,f,f,f,c,b,h,w,h,v,p
p,f,f,g,f,f,f,c,b,p,w,h,v,p
p,f,f,y,f,f,f,c,b,p,w,h,y,p
e,f,f,e,t,n,f,c,b,u,w,n,v,d
e,f,y,n,t,n,f,c,b,p,w,n,v,d
p,x,f,y,f,f,f,c,b,h,w,h,y,g
e,f,y,u,f,n,f,c,n,h,w,h,y,d
e,f,y,n,t,n,f,c,b,u,w,n,y,d
p,f,y,y,f,f,f,c,b,p,w,h,v,g
p,f,f,y,f,f,f,c,b,g,w,h,v,g
p,x,y,g,f,f,f,c,b,g,w,h,y,d
p,x,y,g,f,f,f,c,b,p,w,h,y,p
p,f,f,y,f,f,f,c,b,g,w,h,v,p
p,x,y,y,f,f,f,c,b,g,w,h,y,d
p,x,f,y,f,f,f,c,b,h,w,h,v,p
p,x,y,g,f,f,f,c,b,p,w,h,v,p
p,x,f,y,f,f,f,c,b,h,w,h,y,p
e,x,f,g,t,n,f,c,b,u,w,n,v,d
p,f,y,g,f,f,f,c,b,h,w,h,y,d
e,f,y,e,t,n,f,c,b,p,w,n,v,d
p,x,f,g,f,f,f,c,b,p,w,h,v,d
p,f,f,y,f,f,f,c,b,h,w,h,v,d
e,f,y,n,t,n,f,c,b,n,w,n,y,d
e,f,f,g,t,n,f,c,b,w,w,k,y,d
p,f,y,g,f,f,f,c,b,p,w,h,v,g
e,x,f,e,t,n,f,c,b,w,w,k,v,d
e,f,f,e,t,n,f,c,b,p,w,n,y,d
p,f,y,y,f,f,f,c,b,h,w,h,v,p
p,x,f,w,f,c,f,c,n,u,w,k,v,d
p,x,y,g,f,f,f,c,b,p,w,h,y,d
p,x,y,e,f,y,f,c,n,b,w,w,v,d
p,x,f,y,f,f,f,c,b,p,w,h,v,p
p,f,y,g,f,f,f,c,b,p,w,h,y,d
e,f,y,g,t,n,f,c,b,u,w,n,y,d
p,x,y,n,f,f,f,c,n,b,w,w,v,l
e,f,y,e,t,n,f,c,b,n,w,n,v,d
p,b,s,b,t,n,f,c,b,g,w,r,v,m
e,f,f,g,t,n,f,c,b,w,w,k,y,d
p,f,f,g,f,f,f,c,b,p,w,h,v,g
e,f,y,g,t,n,f,c,b,w,w,k,y,d
p,f,f,y,f,f,f,c,b,p,w,h,y,p
p,f,f,y,f,f,f,c,b,g,w,h,y,g
p,f,f,g,f,f,f,c,b,g,w,h,v,g
e,f,f,e,t,n,f,c,b,u,w,n,v,d
p,x,f,g,f,f,f,c,b,p,w,h,y,p
p,f,f,y,f,f,f,c,b,g,w,h,v,g
p,x,f,y,f,f,f,c,b,g,w,h,v,d
p,x,f,y,f,f,f,c,b,g,w,h,y,p
p,f,f,y,f,f,f,c,b,p,w,h,v,g
p,f,f,y,f,f,f,c,b,h,w,h,v,g
p,x,y,g,f,f,f,c,b,p,w,h,v,p
e,f,y,e,t,n,f,c,b,u,w,k,v,d
p,f,f,g,f,f,f,c,b,g,w,h,v,d
p,f,f,y,f,f,f,c,b,h,w,h,v,g
e,f,f,n,t,n,f,c,b,u,w,k,v,d
p,x,y,y,f,f,f,c,b,g,w,h,v,p
p,x,y,y,f,f,f,c,b,h,w,h,v,p
e,f,y,n,t,n,f,c,b,p,w,k,y,d
p,f,y,g,f,f,f,c,b,p,w,h,y,p
e,f,f,e,t,n,f,c,b,p,w,k,y,d
p,x,y,y,f,f,f,c,b,g,w,h,v,g
p,f,y,g,f,f,f,c,b,h,w,h,v,d
p,x,y,y,f,f,f,c,b,p,w,h,v,d
p,x,s,g,f,c,f,c,n,g,w,k,s,d
e,f,f,g,t,n,f,c,b,w,w,k,v,d
p,f,y,g,f,f,f,c,b,g,w,h,y,g
p,x,f,g,f,f,f,c,b,h,w,h,y,d
p,f,y,g,f,f,f,c,b,h,w,h,v,p
e,f,y,n,t,n,f,c,b,w,w,k,v,d
p,x,y,y,f,f,f,c,b,p,w,h,y,d
p,f,f,g,f,f,f,c,b,g,w,h,y,d
e,f,y,e,t,n,f,c,b,w,w,n,v,d
e,f,y,e,t,n,f,c,b,w,w,k,v,d
p,f,s,g,t,f,f,c,b,p,w,h,v,u
p,x,f,g,f,f,f,c,b,g,w,h,y,p
p,f,y,g,f,f,f,c,b,g,w,h,v,p
p,x,y,g,f,f,f,c,b,g,w,h,v,p
p,x,f,y,f,f,f,c,b,h,w,h,v,d
p,f,y,g,f,f,f,c,b,p,w,h,v,d
p,f,y,g,f,f,f,c,b,p,w,h,v,p
e,f,y,e,t,n,f,c,b,w,w,n,y,d
p,x,y,g,f,f,f,c,b,h,w,h,v,g
p,f,y,g,f,f,f,c,b,p,w,h,v,g
p,x,y,g,f,f,f,c,b,p,w,h,y,p
e,f,f,e,t,n,f,c,b,p,w,n,v,d
e,f,y,e,t,n,f,c,b,p,w,n,v,d
e,f,y,e,t,n,f,c,b,n,w,n,y,d
p,f,f,y,f,f,f,c,b,h,w,h,v,g
p,f,f,g,f,f,f,c,b,h,w,h,y,p
e,f,y,n,t,n,f,c,b,u,w,k,y,d
p,x,y,g,f,f,f,c,b,g,w,h,y,g
e,f,f,g,t,n,f,c,b,u,w,n,v,d
p,x,f,y,f,f,f,c,b,p,w,h,v,p
p,x,y,y,f,f,f,c,b,p,w,h,v,d
p,x,y,y,f,f,f,c,b,p,w,h,v,d
e,f,f,c,f,n,f,w,n,w,w,w,v,l
p,x,f,g,f,f,f,c,b,h,w,h,v,d
p,f,f,g,f,f,f,c,b,p,w,h,y,g
p,x,y,g,f,f,f,c,b,h,w,h,v,g
p,f,y,g,f,f,f,c,b,p,w,h,y,g
p,x,s,b,t,f,f,c,b,w,w,h,s,u
p,f,f,g,f,f,f,c,b,h,w,h,v,d
p,x,y,g,f,f,f,c,b,p,w,h,v,g
p,f,f,y,f,f,f,c,b,g,w,h,y,p
p,f,f,g,f,f,f,c,b,h,w,h,v,p
p,f,f,g,f,f,f,c,b,g,w,h,y,d
e,f,f,g,t,n,f,c,b,w,w,k,y,d
p,x,f,y,f,f,f,c,b,p,w,h,y,p
p,x,f,y,f,f,f,c,b,h,w,h,y,p
e,f,y,e,t,n,f,c,b,u,w,k,y,d
p,f,y,g,f,f,f,c,b,h,w,h,v,p
p,f,f,g,f,f,f,c,b,h,w,h,y,d
p,x,y,y,f,f,f,c,b,g,w,h,y,d
e,f,f,g,t,n,f,c,b,w,w,k,y,d
p,x,f,g,f,f,f,c,b,g,w,h,v,g
p,x,f,g,f,f,f,c,b,g,w,h,y,p
e,f,y,n,t,n,f,c,b,p,w,n,y,d
e,f,f,g,t,n,f,c,b,u,w,n,v,d
p,x,y,g,f,f,f,c,b,h,w,h,v,d
p,f,y,y,f,f,f,c,b,h,w,h,v,p
p,f,f,y,f,f,f,c,b,h,w,h,v,d
p,f,f,g,f,f,f,c,b,g,w,h,v,p
p,f,f,g,f,f,f,c,b,h,w,h,y,p
p,f,y,g,f,f,f,c,b,p,w,h,y,g
p,f,s,b,t,f,f,c,b,w,w,h,s,u
e,f,f,e,t,n,f,c,b,u,w,n,y,d
p,x,y,n,f,y,f,c,n,b,w,w,v,d
e,x,y,g,t,n,f,c,b,n,w,n,v,d
p,x,f,g,f,c,f,w,n,n,w,k,v,d
p,x,f,p,f,c,f,w,n,n,w,n,v,d
p,x,y,n,f,y,f,c,n,b,w,w,v,l
p,f,f,g,f,f,f,c,b,g,w,h,y,p
p,x,f,y,f,f,f,c,b,g,w,h,v,g
p,x,s,g,t,f,f,c,b,w,w,h,s,u
p,f,y,g,f,f,f,c,b,h,w,h,y,p
p,x,f,y,f,f,f,c,b,p,w,h,y,d
p,f,y,g,f,f,f,c,b,g,w,h,y,p
p,f,f,g,f,f,f,c,b,h,w,h,y,d
p,f,y,g,f,f,f,c,b,h,w,h,y,d
p,x,y,g,f,f,f,c,b,g,w,h,y,g
p,f,f,g,f,f,f,c,b,h,w,h,y,g
p,x,f,y,f,f,f,c,b,p,w,h,y,g
p,f,f,y,f,f,f,c,b,p,w,h,v,g
p,x,f,y,f,f,f,c,b,h,w,h,v,g
p,x,f,y,f,f,f,c,b,g,w,h,y,g
p,x,y,y,f,f,f,c,b,p,w,h,v,g
p,f,s,g,t,f,f,c,b,h,w,h,v,u
p,x,f,y,f,f,f,c,b,h,w,h,y,g
p,f,f,y,f,f,f,c,b,p,w,h,y,g
p,f,y,g,f,f,f,c,b,p,w,h,y,d
p,f,f,y,f,f,f,c,b,p,w,h,y,d
p,f,f,y,f,f,f,c,b,g,w,h,v,d
p,x,y,g,f,f,f,c,b,h,w,h,v,p
p,x,y,g,f,f,f,c,b,p,w,h,y,p
e,f,y,e,t,n,f,c,b,p,w,n,v,d
p,f,f,y,f,f,f,c,b,h,w,h,v,d
p,f,f,g,f,f,f,c,b,h,w,h,y,d
p,f,y,g,f,f,f,c,b,h,w,h,v,p
p,x,f,y,f,f,f,c,b,g,w,h,v,g
p,x,f,y,f,f,f,c,b,g,w,h,v,p
p,x,f,g,f,f,f,c,b,h,w,h,y,d
p,x,y,y,f,f,f,c,b,p,w,h,y,p
p,f,s,w,t,f,f,c,b,p,w,h,s,u
p,f,f,y,f,f,f,c,b,h,w,h,v,g
p,f,f,y,f,f,f,c,b,p,w,h,v,d
p,f,y,g,f,f,f,c,b,h,w,h,y,p
p,f,f,y,f,f,f,c,b,p,w,h,y,d
p,f,f,y,f,f,f,c,b,h,w,h,v,d
p,f,f,g,f,f,f,c,b,g,w,h,v,p
p,x,y,g,f,f,f,c,b,p,w,h,y,g
p,x,f,y,f,f,f,c,b,h,w,h,y,p
p,f,f,g,f,f,f,c,b,g,w,h,v,g
p,x,f,y,f,f,f,c,b,p,w,h,y,d
p,f,y,g,f,f,f,c,b,p,w,h,v,d
p,x,y,y,f,f,f,c,b,g,w,h,v,d
p,x,s,w,t,f,f,c,b,h,w,h,s,g
p,f,f,g,f,f,f,c,b,p,w,h,y,g
p,x,s,b,t,f,f,c,b,p,w,h,s,g
p,f,y,g,f,f,f,c,b,h,w,h,v,d
p,x,y,g,f,f,f,c,b,p,w,h,v,d
p,x,f,y,f,f,f,c,b,g,w,h,y,g
p,x,f,y,f,f,f,c,b,p,w,h,y,g
p,x,y,y,f,f,f,c,b,g,w,h,v,g
e,f,y,g,t,n,f,c,b,u,w,n,y,d
p,f,y,y,f,f,f,c,b,h,w,h,y,p
p,x,y,g,f,f,f,c,b,h,w,h,y,p
p,f,f,y,f,f,f,c,b,h,w,h,v,g
p,f,y,y,f,f,f,c,b,h,w,h,v,p
p,f,f,y,f,f,f,c,b,g,w,h,y,d
p,x,y,g,f,f,f,c,b,h,w,h,v,p
p,f,f,g,f,f,f,c,b,g,w,h,y,g
p,x,y,g,f,f,f,c,b,g,w,h,y,p
p,x,f,p,f,c,f,c,n,p,w,k,s,d
p,x,y,y,f,f,f,c,b,g,w,h,y,d
p,x,f,y,f,f,f,c,b,g,w,h,y,g
p,f,f,y,f,f,f,c,b,h,w,h,y,g
p,x,y,g,f,f,f,c,b,g,w,h,v,g
p,f,f,g,f,f,f,c,b,g,w,h,v,g
p,x,y,g,f,f,f,c,b,h,w,h,v,d
p,x,f,y,f,f,f,c,b,h,w,h,y,g
p,x,f,y,f,f,f,c,b,g,w,h,v,p
p,x,y,g,f,f,f,c,b,h,w,h,y,d
p,x,y,y,f,f,f,c,b,g,w,h,v,d
p,f,y,g,f,f,f,c,b,g,w,h,y,p
p,f,y,g,f,f,f,c,b,p,w,h,v,d
p,x,f,y,f,f,f,c,b,h,w,h,y,p
e,k,y,n,f,n,f,w,n,w,w,w,v,l
p,f,f,g,f,f,f,c,b,p,w,h,y,p
p,x,y,y,f,f,f,c,b,h,w,h,y,g
p,f,f,y,f,f,f,c,b,p,w,h,y,g
p,x,y,g,f,f,f,c,b,h,w,h,v,d
p,x,f,g,f,f,f,c,b,h,w,h,y,p
p,f,f,y,f,f,f,c,b,p,w,h,v,g
e,f,s,p,t,n,f,c,b,e,w,w,c,w
p,f,f,y,f,f,f,c,b,p,w,h,v,p
p,x,f,y,f,f,f,c,b,g,w,h,y,d
p,x,y,g,f,f,f,c,b,p,w,h,y,d
p,f,y,g,f,f,f,c,b,g,w,h,y,p
p,x,f,y,f,f,f,c,b,g,w,h,v,d
p,f,y,g,f,f,f,c,b,h,w,h,y,g
p,f,y,g,f,f,f,c,b,h,w,h,v,g
e,k,s,p,t,n,f,c,b,e,w,w,c,w
p,x,f,y,f,f,f,c,b,p,w,h,v,d
p,f,f,y,f,f,f,c,b,p,w,h,v,p
p,f,f,g,f,f,f,c,b,h,w,h,y,p
p,f,f,g,f,f,f,c,b,p,w,h,v,g
p,x,f,y,f,f,f,c,b,h,w,h,y,p
p,f,f,g,f,f,f,c,b,p,w,h,y,p
p,x,y,g,f,f,f,c,b,g,w,h,y,g
p,f,y,y,f,f,f,c,b,g,w,h,y,g
p,f,f,g,f,f,f,c,b,h,w,h,y,d
p,x,f,y,f,f,f,c,b,g,w,h,v,d
p,f,f,g,f,f,f,c,b,g,w,h,v,g
p,f,f,g,f,f,f,c,b,g,w,h,y,d
p,f,f,y,f,f,f,c,b,h,w,h,y,g
e,f,y,g,t,n,f,c,b,w,w,n,y,d
p,f,y,g,f,f,f,c,b,h,w,h,y,d
p,f,y,g,f,f,f,c,b,g,w,h,v,d
p,f,y,g,f,f,f,c,b,g,w,h,v,g
p,x,y,y,f,f,f,c,b,p,w,h,v,g
p,x,y,g,f,f,f,c,b,p,w,h,y,g
p,x,y,y,f,f,f,c,b,g,w,h,y,p
p,f,f,y,f,f,f,c,b,p,w,h,y,d
p,x,f,y,f,f,f,c,b,g,w,h,v,g
p,x,y,y,f,f,f,c,b,p,w,h,y,p
p,f,f,g,f,f,f,c,b,p,w,h,v,g
p,x,f,y,f,f,f,c,b,h,w,h,v,d
p,f,f,g,f,f,f,c,b,h,w,h,v,g
p,f,y,g,f,f,f,c,b,g,w,h,y,d
p,f,f,g,f,f,f,c,b,h,w,h,y,g
p,f,y,y,f,f,f,c,b,h,w,h,v,g
p,f,f,g,f,f,f,c,b,p,w,h,y,g
p,x,f,y,f,f,f,c,b,g,w,h,y,p
p,f,y,g,f,f,f,c,b,p,w,h,y,g
p,f,y,g,f,f,f,c,b,h,w,h,y,g
p,f,y,g,f,f,f,c,b,p,w,h,v,p
e,x,y,r,f,n,f,c,n,p,w,h,v,d
p,f,y,y,f,f,f,c,b,p,w,h,y,g
p,x,f,y,f,f,f,c,b,g,w,h,y,d
p,x,y,n,f,s,f,c,n,b,w,w,v,p
p,f,y,y,f,f,f,c,b,h,w,h,v,d
p,k,y,n,f,n,f,c,n,w,w,w,v,d
p,f,f,y,f,f,f,c,b,p,w,h,y,d
p,x,y,g,f,f,f,c,b,h,w,h,v,d
p,x,y,g,f,f,f,c,b,h,w,h,y,g
p,f,y,g,f,f,f,c,b,g,w,h,y,g
p,x,f,y,f,f,f,c,b,p,w,h,v,d
p,x,f,g,f,f,f,c,b,g,w,h,v,d
p,x,y,g,f,f,f,c,b,g,w,h,v,d
p,x,y,g,f,f,f,c,b,p,w,h,y,g
p,x,y,g,f,f,f,c,b,g,w,h,y,g
e,f,y,e,t,n,f,c,b,w,w,k,y,d
p,f,f,y,f,f,f,c,b,h,w,h,y,p
p,x,y,y,f,f,f,c,b,h,w,h,v,g
p,f,f,y,f,f,f,c,b,g,w,h,v,g
p,x,f,y,f,f,f,c,b,p,w,h,v,p
p,f,f,g,f,f,f,c,b,h,w,h,y,g
p,f,f,g,f,f,f,c,b,h,w,h,v,g
p,x,y,y,f,f,f,c,b,g,w,h,y,g
p,f,s,b,t,f,f,c,b,w,w,h,s,u
p,x,y,g,f,f,f,c,b,p,w,h,v,g
p,x,y,y,f,f,f,c,b,g,w,h,v,p
p,f,f,g,f,f,f,c,b,g,w,h,v,p
p,f,y,g,f,f,f,c,b,g,w,h,y,d
p,f,f,y,f,f,f,c,b,p,w,h,v,d
p,f,y,g,f,f,f,c,b,h,w,h,y,g
p,x,y,g,f,f,f,c,b,p,w,h,v,g
e,x,s,e,t,n,f,c,b,e,w,w,c,w
p,f,f,g,f,f,f,c,b,g,w,h,v,d
p,f,f,y,f,f,f,c,b,p,w,h,y,d
p,f,y,g,f,f,f,c,b,g,w,h,y,d
p,x,y,y,f,f,f,c,b,g,w,h,y,p
p,f,y,g,f,f,f,c,b,g,w,h,v,d
p,x,f,y,f,f,f,c,b,h,w,h,y,g
p,b,y,w,t,n,f,w,n,w,w,w,c,l
p,f,s,b,t,f,f,c,b,h,w,h,v,u
p,x,y,y,f,f,f,c,b,p,w,h,y,p
p,f,y,g,f,f,f,c,b,g,w,h,y,d
p,f,y,g,f,f,f,c,b,g,w,h,v,p
p,f,y,y,f,f,f,c,b,p,w,h,v,p
p,f,f,g,f,f,f,c,b,g,w,h,y,d
p,x,y,y,f,f,f,c,b,h,w,h,v,d
p,x,f,y,f,f,f,c,b,p,w,h,v,g
p,f,f,g,f,f,f,c,b,p,w,h,y,g
p,x,s,w,t,f,f,c,b,w,w,h,s,u
e,f,y,g,t,n,f,c,b,n,w,n,v,d
p,x,y,n,f,y,f,c,n,b,w,w,v,d
p,f,y,g,f,f,f,c,b,p,w,h,y,d
p,f,f,g,f,f,f,c,b,g,w,h,y,g
e,f,y,e,t,n,f,c,b,n,w,k,v,d
e,x,y,b,t,n,f,c,b,e,w,w,c,w
p,x,y,y,f,f,f,c,b,h,w,h,y,g
p,x,y,y,f,f,f,c,b,g,w,h,y,d
p,x,y,y,f,f,f,c,b,h,w,h,v,p
p,x,y,y,f,f,f,c,b,p,w,h,y,g
p,f,f,y,f,f,f,c,b,g,w,h,y,g
p,f,y,g,f,f,f,c,b,p,w,h,y,g
p,x,f,g,f,f,f,c,b,p,w,h,y,g
p,f,y,y,f,f,f,c,b,p,w,h,v,g
p,x,y,g,f,f,f,c,b,h,w,h,v,g
p,x,y,y,f,f,f,c,b,g,w,h,y,g
p,f,y,g,f,f,f,c,b,h,w,h,y,p
p,f,y,y,f,f,f,c,b,h,w,h,y,g
p,x,y,g,f,f,f,c,b,g,w,h,y,d
p,f,y,g,f,f,f,c,b,h,w,h,v,d
p,f,y,g,f,f,f,c,b,p,w,h,y,p
e,x,y,u,f,n,f,c,n,h,w,h,y,d
p,x,f,g,f,f,f,c,b,g,w,h,v,g
p,f,f,y,f,f,f,c,b,g,w,h,v,g
p,f,f,y,f,f,f,c,b,h,w,h,y,g
p,x,f,y,f,f,f,c,b,h,w,h,v,g
p,f,f,y,f,f,f,c,b,h,w,h,v,g
p,f,f,g,f,f,f,c,b,h,w,h,v,g
p,f,y,g,f,f,f,c,b,p,w,h,y,d
p,f,f,g,f,f,f,c,b,h,w,h,v,g
p,f,f,y,f,f,f,c,b,h,w,h,y,d
p,f,y,y,f,f,f,c,b,h,w,h,v,p
p,f,f,g,f,f,f,c,b,g,w,h,v,p
p,f,y,g,f,f,f,c,b,g,w,h,y,g
p,f,f,y,f,f,f,c,b,g,w,h,y,d
e,f,f,e,t,n,f,c,b,u,w,n,y,d
p,f,s,b,t,f,f,c,b,h,w,h,v,u
p,f,y,g,f,f,f,c,b,g,w,h,v,d
p,f,f,g,f,f,f,c,b,h,w,h,v,p
p,x,y,y,f,f,f,c,b,p,w,h,y,g
p,f,f,y,f,f,f,c,b,p,w,h,y,p
p,f,y,y,f,f,f,c,b,h,w,h,v,d
e,f,y,n,t,n,f,c,b,u,w,k,v,d
p,f,y,y,f,f,f,c,b,h,w,h,y,g
e,x,s,b,t,n,f,c,b,e,w,w,c,w
p,x,y,y,f,f,f,c,b,p,w,h,y,g
p,x,f,y,f,f,f,c,b,p,w,h,y,d
p,x,y,y,f,f,f,c,b,h,w,h,y,g
p,f,y,g,f,f,f,c,b,g,w,h,v,p
e,f,f,e,t,n,f,c,b,n,w,k,y,d
p,f,f,y,f,f,f,c,b,p,w,h,v,d
p,f,f,y,f,f,f,c,b,p,w,h,v,g
p,x,y,y,f,f,f,c,b,h,w,h,v,d
p,x,f,y,f,f,f,c,b,p,w,h,v,g
p,x,y,n,f,y,f,c,n,b,w,w,v,d
p,f,f,y,f,f,f,c,b,p,w,h,v,p
p,x,y,y,f,f,f,c,b,h,w,h,v,g
p,f,f,y,f,f,f,c,b,g,w,h,v,p
p,f,f,y,f,f,f,c,b,g,w,h,v,d
p,f,y,g,f,f,f,c,b,p,w,h,v,p
p,f,y,g,f,f,f,c,b,h,w,h,v,g
p,f,y,g,f,f,f,c,b,h,w,h,v,d
p,f,f,g,f,f,f,c,b,g,w,h,v,g
p,x,s,g,f,c,f,c,n,p,w,k,v,d
p,x,y,y,f,f,f,c,b,g,w,h,y,g
p,f,s,g,t,f,f,c,b,h,w,h,s,u
p,x,y,g,f,f,f,c,b,p,w,h,v,g
p,x,y,y,f,f,f,c,b,p,w,h,y,p
p,x,y,y,f,f,f,c,b,h,w,h,y,d
e,f,y,g,t,n,f,c,b,u,w,k,y,d
p,f,f,g,f,f,f,c,b,g,w,h,y,d
p,f,y,y,f,f,f,c,b,h,w,h,v,g
p,f,y,g,f,f,f,c,b,h,w,h,y,p
p,x,y,y,f,f,f,c,b,h,w,h,y,g
p,x,y,g,f,f,f,c,b,p,w,h,y,d
p,x,f,y,f,f,f,c,b,p,w,h,y,p
e,f,y,n,t,n,f,c,b,n,w,n,v,d
p,x,y,g,f,f,f,c,b,g,w,h,y,g
p,f,f,y,f,f,f,c,b,g,w,h,v,g
p,x,y,g,f,f,f,c,b,p,w,h,v,p
p,x,y,y,f,f,f,c,b,p,w,h,y,g
p,f,f,g,f,f,f,c,b,g,w,h,y,p
p,f,f,g,f,f,f,c,b,h,w,h,y,g
p,x,y,y,f,f,f,c,b,h,w,h,y,g
e,k,y,b,t,n,f,c,b,e,w,w,c,w
p,x,y,y,f,f,f,c,b,p,w,h,y,p
p,x,y,n,f,s,f,c,n,b,w,w,v,d
p,f,y,g,f,f,f,c,b,p,w,h,y,p
p,x,y,g,f,f,f,c,b,g,w,h,y,p
p,f,y,y,f,f,f,c,b,h,w,h,v,g
